Clean tweet,L,absPolarity,sentiment_polarity,sentiment_subjectivity,tweet,url,dont,im,still,even,day,call,way,say,didnt,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Ally is gonna be a real life mom in 17 days or less and I still dont even believe that shes really pregnant ,True,0.12,0.12,0.29,,0,True,False,True,True,True,False,False,False,False,0.4891138233225562,-0.5753937242248951,-0.40271824686797086,0.7394807224169282,0.19773436608448458,0.1608387997300933,-0.6994765839745798,-0.4037440079159895,0.058577216428081405,2.283513880827276e-16,1.0670688698465051e-16,-3.485674788393627e-16,2.656032139880977e-16,4.794661474510137e-16,4.3853591690793225e-16,-5.182500709106603e-16
Stg Im like pregnant Phoebe,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
I found out I was pregnant 3 weeks after I posted this ,True,0.42,0.42,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First of All I want my baby to be planned but When I tell you Im pregnant you better be happier than me Or we going to the chop Shop,True,0.36,0.36,0.44,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
So Ive been with my man since May I lost my virginity to him and now Im pregnant Hes semiabusive if I set ,True,0.33,0.33,0.5,,1,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Sometimes I forget that Im pregnant,True,0.0,0.0,0.0,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
I just got pregnant  cheers ,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My boyfriend has convinced ppl that Im pregnant ahahahaha fuck,True,0.03,-0.03,0.55,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
MyPYE no he needs to relax  My mama said hes always so tense Bc of the arguing I did while I was pregnant ,True,0.04,0.04,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 I got a girl pregnant,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I felt Lucys pregnant belly today for the first time but I didnt feel her baby kick ,True,0.29,0.29,0.42,,0,False,False,False,False,False,False,False,False,True,0.04418566402927121,0.10490192625254494,-0.29770184759561147,0.34655151025012754,0.1612758222721471,-0.195099654115083,0.3956825159181126,0.17527770240296647,0.16418946798129547,-2.4373782905177316e-16,-1.6117293483531977e-16,2.796076835988866e-16,-3.3718115515120962e-16,-4.005978372067273e-16,-3.79607078811937e-16,4.841856541738062e-16
I find it crazy after being 6 months pregnant I still pushed myself to work 2 jobs  But now I dont work I just feel lazy as hell,True,0.17,-0.17,0.8,,0,True,False,True,False,False,False,False,False,False,0.33204391600448,-0.3360641388408476,-0.25274450671995635,0.42896758788359113,-0.002328489284231655,0.7122040936339035,-0.14399106641902643,-0.027711947485433597,-0.013163707860368093,-1.921985108288067e-17,-5.356939212451051e-17,-1.0300024727263604e-16,2.8939632012666335e-17,9.228765242631377e-17,4.195220043963506e-17,-1.1291377563558607e-16
When I found out I was pregnant I was crying like   Jemarcus was cool af  tryna make me feel better I wasnt tryna hear none of that ,True,0.25,0.25,0.56,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Im so over this shit I just feel like crying I will never and I mean never get pregnant again,True,0.09,-0.09,0.65,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Hi m 10 weeks pregnant and afer a few days i feel a light red colour doc says   PREGNANCY PARENTING,True,0.13,0.13,0.32,,1,False,False,False,False,True,False,False,True,False,0.12955663828926114,-0.25385679002402556,-0.06253596959220725,-0.009285834188499965,0.2824239525805684,-0.19672986426006456,0.15696796061297275,-0.8749656834634614,0.07813460848930452,3.864867966165514e-16,2.528513272939464e-16,-4.461243039717862e-16,4.653590196021068e-16,6.7638811193983e-16,9.323479772833135e-16,-7.88053071984625e-16
I feel so stupid for ever thinking I was fat before getting pregnant I already cant wait to get this baby weight off,True,0.23,-0.23,0.75,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Being sick the last couple days and pregnant I feel like I am so behind So much laundry to do and dishes and ,True,0.12,-0.12,0.46,,1,False,False,False,False,True,False,False,False,False,0.08289647494171355,-0.25472660287014026,0.025947862500825047,0.02957715933165933,0.5170810546042097,-0.20771749601899941,-0.1562966549497749,-0.2962251793497216,0.06322227374680023,3.132858036758478e-17,5.964019393687327e-17,-1.1595663678951095e-16,3.286763480005535e-17,1.3499527946925395e-16,2.8474591039931793e-16,-2.008296723637607e-16
Being sick the last couple days and pregnant I feel like I am so behind So much laundry to do and dishes and ,True,0.12,-0.12,0.46,,1,False,False,False,False,True,False,False,False,False,0.08289647494171355,-0.25472660287014026,0.025947862500825047,0.02957715933165933,0.5170810546042097,-0.20771749601899941,-0.1562966549497749,-0.2962251793497216,0.06322227374680023,3.132858036758478e-17,5.964019393687327e-17,-1.1595663678951095e-16,3.286763480005535e-17,1.3499527946925395e-16,2.8474591039931793e-16,-2.008296723637607e-16
I feel so stupid for ever thinking I was fat before getting pregnant I already cant wait to get this baby weight off,True,0.23,-0.23,0.75,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I find it crazy after being 6 months pregnant I still pushed myself to work 2 jobs  But now I dont work I just feel lazy as hell,True,0.17,-0.17,0.8,,0,True,False,True,False,False,False,False,False,False,0.33204391600448,-0.3360641388408476,-0.25274450671995635,0.42896758788359113,-0.002328489284231655,0.7122040936339035,-0.14399106641902643,-0.027711947485433597,-0.013163707860368093,-1.921985108288067e-17,-5.356939212451051e-17,-1.0300024727263604e-16,2.8939632012666335e-17,9.228765242631377e-17,4.195220043963506e-17,-1.1291377563558607e-16
When I found out I was pregnant I was crying like   Jemarcus was cool af  tryna make me feel better I wasnt tryna hear none of that ,True,0.25,0.25,0.56,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
getting pregnant has made me realize who my real friends are and Im only going to let those people around my son,True,0.18,0.18,0.6,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
 when I was pregnant I hated when people would say You dont even look pregnant Well I am pregnant and I FEEL pregnant,True,0.12,0.12,0.54,,0,True,False,False,True,False,False,False,True,False,0.3453148989329861,-0.534513552280229,-0.2279599612887953,0.4696333859735903,-0.7059923857853545,-0.10145144680871895,-0.017444557746041034,-0.5573179635757411,0.05391059141048265,5.194527495971275e-16,2.3293661911560263e-16,-4.1369810808982005e-16,5.750442979582796e-16,7.129641792468129e-16,6.21434400379919e-16,-6.987442043905466e-16
I may be pregnant ,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Was pregnant on my 18th 21st and tomorrow my 23rd And probably my 25th if tom doesnt have his balls cut off ,True,0.17,0.17,0.25,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It really feel like I been pregnant for a year now,True,0.27,0.27,0.35,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Im pregnant ,True,1.0,1.0,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Even tho it was frustrating that it took few months for us to get pregnant Im glad shes coming when she is,True,0.06,0.06,0.63,,0,False,True,False,True,False,False,False,False,False,0.7198515964512489,0.21382742477003341,-0.04541865477032603,0.1476763255470142,-0.3136673157503864,-0.4169446743217088,-0.37287268815630054,-0.026782668128789218,0.015458359366506073,1.8277093573627804e-16,8.987229928776178e-17,-8.473429843166074e-17,1.6415461793253837e-16,1.9301079391679533e-16,5.669538203502697e-17,-1.335900715401997e-16
36 weeks pregnant on my 23rd birthday  ,True,0.42,0.42,0.5,,1,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feels so funny not to be pregnant,True,0.29,0.29,0.75,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havent had stir fry since before I was pregnant  it was a major food aversion during pregnancy ,True,0.2,0.2,0.5,,1,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My pregnant sister is talking about clubbing in Mexico,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can my baby come alreadydamn I been pregnant a whole year,True,0.27,0.27,0.45,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Im over these pregnant emotions  I never been in my feelings so much in my life,True,0.27,0.27,0.35,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Aint nobody treat me like that when I was pregnant in school,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oops Im pregnant ,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
 Really I need a life Ha Oh btw Just found out Im pregnant Told my husband its Neds,True,0.29,0.29,0.35,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
 Im pregnant ,True,0.42,0.42,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
br000k3 I miss being pregnanty,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 lucydawes roddis Im pregnant is the only clue that i wouldve understood,True,0.17,0.17,0.75,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
In my header it looks like Im pregnant 00,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
High23   its because Im pregnant  I never really ate apple sauce like that,True,0.12,0.12,0.35,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
I think Im pregnant I ate so much,True,0.27,0.27,0.35,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
 does that mean you all hope Im pregnant too  Im so thankful,True,0.01,0.01,0.59,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Im pregnant,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
  Im pregnant and its because of Lauren,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Im pregnantand you call me fat Ok,True,0.5,0.5,0.5,,0,False,True,False,False,False,True,False,False,False,0.7062901848077413,0.015067102036822544,-0.38548732072514064,-0.5604525172613022,-0.017746398595421268,-0.11684067506709316,-0.008518009399208059,0.15438430955122637,0.018598634441987876,-7.189164735906801e-17,-4.4506846229700534e-17,1.3842427155224494e-16,-1.0346191996412922e-16,-1.454780193209683e-16,-2.1411195503844724e-16,1.9416089348094032e-16
Im pregnant,True,0.81,0.81,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
 at least everyone knows Im pregnant now,True,0.02,0.02,0.45,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Im pregnant,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
and Im pregnant,True,0.33,0.33,0.5,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Paven has gotten me sick now Worst part is I cant take anything because Im pregnant ,True,0.46,-0.46,0.79,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
Im high key boring bc i dont party while Im pregnant guys lmfao okay,True,0.0,0.0,0.71,,0,True,True,False,False,False,False,False,False,False,0.8701594672839621,-0.35234997532849593,0.16694842133159005,0.09430075463740817,-0.15096620104111258,0.15791184288025895,0.09479586374646783,0.15425363457087815,0.03741931495118588,-8.5419848511608e-17,-7.16743852982842e-17,9.095645021522577e-17,-1.0088436326198555e-16,-1.3978429041785979e-16,-1.931478966070082e-16,1.639023695127452e-16
getting pregnant has made me realize who my real friends are and Im only going to let those people around my son,True,0.18,0.18,0.6,,0,False,True,False,False,False,False,False,False,False,0.6456781640748862,0.19843040728394062,0.13050294787851352,-0.13325964965466358,0.0033508834851071166,-0.07329687643689801,0.026316174449478005,0.05302421295204513,0.006939708824856801,-3.347172306174546e-17,-1.0763785884525963e-17,4.487629634555489e-17,-3.9641329242837655e-17,-5.917242163865062e-17,-5.5142424033952254e-17,7.091655137111391e-17
ndreaaaa yeah it cleared by the time I was signing was just a morning thing I might be pregnant o,True,0.19,0.19,0.75,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 when I was pregnant I hated when people would say You dont even look pregnant Well I am pregnant and I FEEL pregnant,True,0.12,0.12,0.54,,0,True,False,False,True,False,False,False,True,False,0.3453148989329861,-0.534513552280229,-0.2279599612887953,0.4696333859735903,-0.7059923857853545,-0.10145144680871895,-0.017444557746041034,-0.5573179635757411,0.05391059141048265,5.194527495971275e-16,2.3293661911560263e-16,-4.1369810808982005e-16,5.750442979582796e-16,7.129641792468129e-16,6.21434400379919e-16,-6.987442043905466e-16
I may be pregnant ,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Was pregnant on my 18th 21st and tomorrow my 23rd And probably my 25th if tom doesnt have his balls cut off ,True,0.17,0.17,0.25,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damn I aint had a Krystal since I was pregnant I used to eat them mfers all the time then get heartburn,True,0.33,0.33,0.5,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It really feel like I been pregnant for a year now,True,0.27,0.27,0.35,,0,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
