url,Sentiment_polarity,absPolarity,Clean tweet,sentiment_subjectivity,L
0,0.17,0.166666667,I love having tours come to visit us here at work Not sure why I got asked by two kids if I was married but stilldivorced mrmomprobs,0.58,n
0,0.14,0.136363636,Ive got a new job broke up moved Kickstarted Iron Edda got divorced,0.45,n
0,-0.31,0.30625,I feel like i just got divorced  i mean ive never been divorced before but i bet this is how it feels Fucking sucks,0.49,y
0,-0.71,0.714285714,ESQ we got divorced before getting engaged Im sick,0.86,y
0,0.25,0.25,meringue on the marriage thing almost everyone I know that has got married is now divorced or getting divorced,0.25,n
0,0,0, I did that some 12 years ago didnt see issue well until got divorced,0,y
0,0,0, ortiz why I got divorced,0,y
0,0,0, bro I believe all that  But it is what it is  You tryna like take up for Kobe when everyone knows  Shaq got divorced bro,0,y
0,0.17,0.166666667,I would feel like a super prick if I got divorced or any such thing like that,0.58,n
0,-0.29,0.2875,i hate when people ask if i would get married again of course i would just because i got divorced it doesnt mean i lost all hope,0.61,y
0,0.13,0.125, I married my cousin then got divorced and married my other cousin,0.29,y
0,0,0,Thank God Marge and Homer arent getting divorced I got so scared  TheSimpsons,0,n
0,0.28,0.283333333, Yes I totally get that I used to have 3 divorced 1 eldest 1 got married now a daddy youngest 1 has own Fencing Co,0.67,n
0,0,0,Feel like we got divorced but I didnt have anything for her to take except my heart custodyBattle,0,y
0,0.15,0.15,  Yeah I was too I got married young amp divorced Felt like I failed which I had then met a great woman amp 30 yrs so far,0.54,y
0,0,0, Athena came to me once and thought you were there reason we got divorced I told her it was actually my fought how I ,0.1,y
0,1,1,I had the best sex ever when I got divorced  mom wtfamy throwingup ,0.3,y
0,0,0, when Noor and I got divorced for the 13th time ,0,y
0,0.25,0.25,I got married and divorced all in one day ,0.25,y
0,0.25,0.25,I think he had a baby I wonder if hes divorced yet lemme check online  if he got married,0.25,n
0,0.65,0.65,My stepladder is so great Im almost glad my ladders got divorced,0.88,n
0,0,0,So I went to meet up w the guy I got the hedgehogs from amp he said he thought I was going to be a divorced woman in my 40s who wanted pets,0,n
0,0.17,0.175,Technology has come so far I just married someone via text almost got divorced and reconciled ,0.63,n
0,0.06,0.05952381,Also from what I can see RachelDolezal started being Black sometime in 2007 Right around the time she got divorced,0.48,n
0,0,0,I cant believe robin and barney got divorced its a devastation,0,n
0,0.13,0.133333333,Im so sad John and Holly got divorced though I loved those two so much,0.67,n
0,0,0,Two people just got divorced in this save luckily I only have one employed which means I dont have to fire anyone TEW2013,1,n
0,0.25,0.25, I guess everyone got married amp divorced ,0.25,n
0,0.42,0.416666667,Spidey Well i got divorced My daughter got hurt and i lost my memory but otherwise im fine You,0.5,y
0,0.42,0.416666667, I got divorced cuz he was shagging a fat bird while I was pregnant it was lovely,0.63,y
0,0.25,0.25,I had a dream that Kim and Kanye got divorced and she was getting married to Rae Smemmurd but Kim and Kanye rekindled over grilled cheese,0.25,n
0,0.5,0.5,Reygan and I got divorced because she thought I didnt love troy anymore because he got kicked out of juvy,0.6,y
0,0,0,  I lost 14 stone overnight I got divorced,0,y
0,0,0, Im not close with the bride of a wedding I was in anymore I deduced through Facebook posts that she got divorced and remarried,0,n
0,0,0,I think I got divorced ,0,y
0,0,0,I talk like Im a divorced dad No I cant do anything I got my kid that day,0,n
0,0.25,0.25,I was married 3 times I divorced my first one because she wouldnt give me head anymore after we got married,0.28,y
0,0,0,WHY AM I JUST NOW FINDING OUT THAT NICK CANNON AND MARIAH CAREY GOT DIVORCED,0,n
0,0,0,Mom did you hear the simpsons are getting divorced Me like the cartoonMom yeah i think hes got another women,0,n
0,0,0,I was obviously ahead of my time again I got divorced way before samesexmarriage was even considered,0.5,n
0,0.8,0.8,Hit it  he would be ashamed to say oh I divorced her bc I got what I wanted it no one would do that lol,0.7,n
0,0,0,Wheres your wifeYa know we got divorced bc I told that bitch to get a ride home,0,n
0,0.17,0.166666667, Was older of two Then I got divorcedstepped into secondyoungest of four,0.33,n
0,0.05,0.05,helping them  i have absolutely no regrets about getting a divorce that should have been got in 2006 when i divorced a manyesj,0.2,y
0,0,0,I just got divorced ,0,y
0,0.83,0.825520833, lol I got that too The tosser whos gonna get divorced if gay marriage is legalised Oh hang on I think tossing is also a sin,0.64,n
0,0.04,0.041666667, ok ok im sorry look its been a hard day i got divorced can i beg for forgiveness bc i need romantic advice and a hug,0.61,y
0,-0.03,0.033333333, soooo Im confused Your singleyou got divorced while your wife is pregnant,0.6,n
0,0,0, I got divorced off vodka crans once ,0,n
0,-0.7,0.7, Don Nason I tried that i ended up divorced 3 times Got the Crabs twiceDeveloped bad groin problemsAnd i got Dandruff,0.67,n
0,0.38,0.375,Ive had this photo of mama June in my room since she got married shes divorced now I love here comes honey boo boo ,0.42,n
0,-0.75,0.75,Nya and I got divorced again ,1,y
0,0.32,0.318181818,I had to tell her I divorced some of them and got new better ones,0.48,n
0,0.8,0.8, well ever since me and Matt got divorced  asked me out on a date and wellI said yes lol ,0.7,y
0,0.14,0.136363636,I read an article today about a man who got divorced from his wife He dug a cave and live in it for 10 years Hes happier for it,0.5,n
0,0.5,0.5, The wonderful year I got  divorced and moved back to Dallas,0.5,y
0,0.1,0.1,i cant stress enough how much it frustrates me that barney and robin got divorced,0.35,n
0,0,0,Lockser I came to fairytail because my mom dad got divorced and were killing I dont have anyone,0,n
0,1,1, I got divorced 19 years ago this year best thing I have ever done,0.3,n
0,0,0,Did your mother ever tell you the story why we got divorceddadNo what is itmeThere is no story i still dont know why dad,0,n
0,0.25,0.246590909,   I  this Ive always liked my first and middle names but when I got divorced I chose my new,0.4,y
0,0,0,Mom and Dad got divorced when Shiha and I were 13      ,0,n
0,0.32,0.31875,  thanks for telling me that we got divorced and idc I still got my one true wifey  ,0.43,n
0,0,0,No I dont want youre phone number and I dont care that you just got divorced,0,n
0,0.42,0.416666667,If you got two kids that a month apart and divorced what makes you think I would talk to you  its always the fine niggas too ,0.5,n
0,0.5,0.5,I had someone try to steal my identity but then we got divorced so Im able to be myself again,0.63,n
0,0.25,0.25,I got married amp divorced all n 1week,0.25,y
0,1,1,I divorced my 4th wife 9 years ago She got the house and I got the dog Best decision I ever did make backhome smalltown,0.3,y
0,-0.25,0.25,  sama man i only got one wtf Tfw divorced without benefits,1,n
0,0.8,0.8, shes not divorced me yet so I think Ive got away with it lol,0.7,n
0,0,0,i just got divorced,0,y
0,0.2,0.2,  for real  Ive seen the stupidest reasons I know people who got divorced over doing the dishes ffs,0.3,n
0,0.25,0.25,I just got engaged married and divorced in the space of about an hour All happening in Horse and Farrier tonight,0.25,n
0,-0.4,0.4,Im so confused because I thought Hilary and bill got divorced when he had relations  with that one ladyBut if its on snapchat it Tru,0.7,n
0,-0.35,0.35,I had no idea Scorpio women got divorced and shit Like youre so obsessed with me you even know my zodiac sign ,0.9,n
0,-0.29,0.291666667,Got kettle corn and a mikes hard Im officially 40 and divorced,0.54,y
0,0,0,Remember when I got divorced ,0,y
0,0.33,0.333333333,HE GOT HER PREGNANT AND I SWITCHED TO HER PERSPECTIVE AND WATCHED THEM GET DIVORCED HOLY SHET,0.5,n
0,0.25,0.25,I got married in my dream and my husband wouldnt stop hugging me so I divorced him ,0.25,n
0,0.09,0.091666667, I think she got divorced then had a few serious boyfriends after that as far as Ive heard lol but she is bae,0.62,n
0,-0.16,0.1625, yessss 8D I just got divorced a few months ago so its been a little ROUGH,0.33,y
0,0,0,I aint got no wife even tho we havent divorced yet  I told that bitch Ill beat you up my damn self  amp was soo seriousness ,0,n
0,-0.17,0.175,She got married just to get divorced I knew she was an unstable ass creature bitch is crazy,0.57,n
0,0.19,0.193181818,Me and my mobile phone company get divorced after 5 years contract And i got married to a new one,0.35,n
0,0,0,i havent talked to nick since we got divorced,0,y
0,0,0,Ive got divorced with hoseok pls,0,n
0,-0.45,0.45,Well so calzona get divorced reamy are breaking up and piper fucking cheated on alex at least i got my brittana endgame for ever ,0.6,n
0,0,0, forget marriage equality i wouldve divorced him the minute he got his ear cartilage pierced,0,n
0,-0.17,0.166666667,b  Cripes I walked out of the G crying more tears from heartbreak over those bloody Pies than I did when I got divorced ,0.67,n
0,0,0,renwick I just lost 200k fans on Kim K because I got divorced bitch youre my rebound,0,n
0,0.42,0.425, and that girl he with is that suppose to be my wife i married she divorced someone got millions out of him now has her own school,0.63,n
0,0,0, been celibate since before I got divorced years ago Yeah Im probably doing it wrong Hope you feel better soon,0.7,n
0,0.25,0.25, if I was married to her Id never got divorced,0.25,n
0,0,0,The man said hes teeth got divorced omfg Im still not over that  hes like tell your cockroaches to holla at me  omfg ,0,n
0,0,0,My neighbor divorced her husband amp got a dog I wish shed get rid of the lil yapper amp take her husband back Im havin difficulties adjustin,0,n
0,0.4,0.4,wait what I didnt know patrick dempsey got divorced lmao merder is almost real,0.65,n
0,0.22,0.216666667, I wanna look pregnant not like a 45 year old man who just got divorced ,0.35,n
0,-0.5,0.5,So yaif at all I feel sorry isfor a change this guyI dunno hez also bhola lilcoz he got divorced finally ,1,n
0,0,0,Overheard as I was walking to Bel Ami I NEED my ass back to how it was before I got divorcednice amp sculpted sundays UpperEastSide,0,y
0,0,0, well I dont wanna be divorced but hes got lil maids n shit,0,n
0,0,0,My coworker asked me if I would be with him forever if he got divorced from his wife What Where did that come from No not even a day,0,n
0,0,0,  where did i got that word fromagain we never gort divorced,0,n
0,0.19,0.1875,if ai and i ever got divorced it would be because we would never stop fighting about who loves the other one more jsjsj CAN YOU IMAGINE,0.44,n
0,0,0, Reason 6 on Why I got Divorced,0,n
0,0.11,0.114285714,hashtag single life hashtag freshly divorced hashtag I got cheated on,0.36,y
0,-0.3,0.3, S  And now after divorce he wants to marry Najwa again How stupid is that He shld nt hv divorced at all,0.55,n
0,-0.16,0.15625,im from a catholic family but even my parents think that just bc youre divorced doesnt mean you cant go to church or pray,0.39,n
0,0.06,0.0625,Every man knows which one of his married friends will be divorced in ten years and then only date asian women,0.31,n
0,0.35,0.35,  Why do media always call Yvette Cooper Yvette Cooper amp not her full name Yvette CooperBalls Has she divorced,0.55,n
0,0,0,She has divorced her husby official Biko wah happened to Toke U dnt have to call me lastma,0,n
0,-0.2,0.2,Worldwide approximately 6 of divorced couples remarry the same person ,0.36,n
0,0.2,0.2, married the first time We w3re young We sat and discussed what we would do if we fell apart and got divorced We decided,0.33,n
0,0.17,0.166666667,Married at First Sight  Divorced at 3rd,0.19,n
0,0,0, check four court room cases about me getting divorced Th3re werent any We nev3r went I was a purfect gentleman,0,n
0,0.27,0.266666667,Rosie if im on benefits then so are you cos were a married couple  Rose Rosie we divorced long ago   ,0.53,n
0,0,0,YAY janet and hank are divorced in the antman movie,0,n
0,0,0, S  is yes in Islam when a man who divorced woman and wanted to marry with tht woman,0,n
0,0.28,0.283333333,When her parents divorced during So Hot days Sohee became more mature,0.48,n
0,-0.1,0.1, I left my ex wife and got divorced because she lied to me four 10 years about h3r child Then she cheated on me a few times,0.05,y
0,-0.07,0.071428571,  Id vote 4 u but dont lecture us on traditional marriage U have no right being twice divorced amp a cheater,0.64,n
0,-0.52,0.520833333,having divorced parents is hard  ,0.77,n
0,0.1,0.1,Met a 40 divorced overweight man who was complaining that his 600cc motorcycle is a bit slow yes Im sure it is,0.64,n
0,0.4,0.4,Islamic teachings free thelactating mother from anyresponsibility for her sustenanceeven if she is divorced,0.8,n
0,0.25,0.25,Dont wanna get divorced once Im married,0.25,n
0,0,0,n islam Divorced mothershould B supported in hernursing of her childThe fathershould pay her cost of living asshell breastfeed,0,n
0,0.21,0.210227273,Wife Where you going tonightHusband The launch of the New Arsenal KitWife We are divorced I want a real man ,0.38,n
0,0.25,0.25,Get married  have a child  Divorced Why,0.25,n
0,0,0,I could be divorced by years end MondayMotivation,0,n
0,0,0,You cannot afford to get divorced,0,n
0,-0.01,0.008333333,InIslam If the parents areseparated ordivorcedtheyshould frequently counsel eachother for the sake of the childsfuture,0.27,n
0,0,0,I had a dream that my parents got divorced and took us to Disney world for 30 minutes to tell us,0,n
0,0.14,0.142857143,Supervisor People are getting divorced Left right and centre,0.27,n
0,-0.78,0.78125, worse now cause they divorced DSTV needs to put us on with MTV2,0.6,n
0,0.8,0.8,36 at the gym every morning one kid drives a Land Rover divorced Hit me up lol,0.7,n
0,0,0,  5 yrs in Japan 1st 3 months I thought I was saying I dont understand but was actually saying Im not divorced,0.1,n
0,0.8,0.8,Keep up the gd jams Shout out to me hoping I get the word of officially being divorced today Lol shout out to my aunt  tnp,0.7,y
0,0,0, rights are not rights if they can be taken away ask any divorced separated father who went through family courts about rights,0,n
0,-0.7,0.7,I HAD A DREAM THAT MY PARENTS GOT DIVORCED AND IT WAS THE WORST DREAM OF MY LIFE HOLY FUCK,0.8,n
0,0,0,Well then you head back home after getting your ass divorced to start over but now you be clocking 40 well  ,0,n
0,-0.11,0.111607143,Divorced Single Dad Grab your hats and hop in the car kids Were going to BATTERY WORLD,0.21,n
0,0,0,Fallout4 is determined to get me divorced againGoddamnit,0,n
0,0.1,0.1,I ID as a 62yr old thrice divorced father of 1 who edits video 4 a living bc THATS WHAT I AM WhatILearnedToday,0.2,n
0,0,0, come to soho and we can have a massively boozy lunch and I can get divorced and you can not lose 3 kg,1,n
0,0.1,0.1, I am not a poet Poetry is for whiny teenage boys or divorced men haha,0.15,n
0,0.31,0.30625,Ms Little all like she happily divorced ,0.75,n
0,-0.1,0.1, theyre corny and remind me of extracouples who end up divorced and bitter,0.5,n
0,0.63,0.625,Sarah M Andersons Something About a Cowboy has a widower hero and divorced heroine He is in his 40s I love these types of stories,0.6,n
0,0,0, I guess if I ever get divorced I will just have to harass women on the internet,0,n
0,0,0,the divorced parent style ft Finn  ,0,n
0,-0.13,0.125,Ive never been married but i tell people im divorced so they wont think somethings wrong with me,0.57,n
0,0.2,0.2, smh My people divorced and I went to the hood in VA for a year then straight to STT What school was that,0.4,n
0,0.8,0.8,The dinosaurs were great but are those people getting divorced or not 11 yo summary of Jurassic World,0.75,n
0,0.08,0.083333333,I was in my mid thirties and happily married   Well why have you divorced him then  Physically laid on a bed and Rolf Harris got his,0.13,n
0,0,0,my dad said to my mom are we officially divorced And she said yeah and me and my brothers were like  And my dad said,0,n
0,0,0,   I believe one couple has divorced from each season So 6 out of 8 are still together,0,n
0,0.25,0.25, 10 years  Bentley and divorced ,1,n
0,0.2,0.2,How does it feel coming second to her Lol second Last time I checked he divorced her for a reason,0.19,n
0,-0.25,0.25,Amanda I dont think I could actually marry a person I divorcedagain Think reasons I divorced her for remain valid Sorry 2 respond here,0.55,n
0,-0.03,0.033333333,brock44 were playing divorced guys all their marriages are in the fucking toilet,0,n
0,-0.25,0.25, Sounds like a bad marriage Ive seen people getting divorced over the very thing that they once adored about that person,0.48,n
0,0,0,12 things to know before dating a kid with divorced parents ,0,n
0,-0.12,0.122222222,Ciara amp Russ are strange w all this PDA Hes recently divorced amp she was engaged 6 mos ago Celebrities set themselves up for failure,0.23,n
0,0.25,0.25,How many times can someone get married and divorced and not think they could possibly be the problem,0.58,n
0,-0.01,0.0125,  UK He did no want to be divorced but his 1st wife put on the divorce in Canada via his absence for ys,0,n
0,0,0, Rachel Dolezal and Kevin Moore divorced c 2004 Hes declined media requests to date hes father of her son Franklin,0,n
0,0,0,The question is where is Jonghyun appa His mom divorced or what,0,n
0,0.8,0.8,Spoiler Alert Turtle dies Dramas on heroin Aris in prison Vinny has 3 kids Sloan amp E are divorced YOURE WELCOME ,0.9,n
0,0,0.003787879,Hey haters if jayz and beyonce are getting divorced why were they affectionate to each other for 9 seconds on live television last night,0.31,n
0,-0.35,0.35, sorry for retweeting that was missing operative word divorced,0.53,n
0,-0.31,0.3125,Her past was her mother had been abused by her father and her father had divorced her mother with talak 3  gila talak nih,0.25,n
0,-0.8,0.8,Some say if he were getting divorced from Paul McCartney hed keep his stupid whining mouth shut TheStig,1,n
0,0.1,0.1,going through our report and telling myself i really shouldve just divorced the team and done the entire thing myself,0.41,n
0,1,1,Best news of the day homer and marge arent getting divorced ptl Simpsons,0.3,n
0,0,0,Cougarish Guest I just got divorced and Ive always had a bellman fantasy What do u suggestMe Another bellmanBellmanTales,0,n
0,-0.06,0.064583333, shes a mess like she married a black man then got divorced by him and has been pretending to be black ever since,0.32,n
0,-1,1, At 3pm you will hand over your child to the man youve divorced and hate she picked up the kid and did a runner so what,0.9,n
0,0,0, it was after Lamar and Khloe got divorced,0,n
0,0.33,0.333333333,Even though you the one ima get divorced quick tayapost,0.5,n
0,0.4,0.4,Islamic teachings free the lactating mother from any responsibility for her sustenance even if she is divorced,0.8,n
0,0,0,I cannot conceive of being so divorced from reality as to write something like that I am hitting peak teenage girl level cant even,0,n
0,-0.17,0.166666667, wanna go halves on these rats n we can be like divorced parents n have them half the week each ,0.17,n
0,-0.2,0.2,Are the parents still getting divorced Do I even give a shit,0.8,n
0,0.25,0.25,In the uk did you know youre more likely to get divorced than change bank accounts MoneyConf ux ui,0.75,n
0,0.25,0.25,In the UK youre more likely to get divorced than you are to change bank accounts Alick Varma of  MoneyConf,0.75,n
0,0,0,Ally isnt dressed like a divorced aunt for once,0,n
0,-0.5,0.5,Daniels  needless to say between my divorced parents and my sis amp i being homos none of us are practicing catholics,1,n
0,-0.06,0.0625,I feel like being a Russian Lovatic would be like having divorced parents and seeing them badmouth each other,0.19,n
0,0.22,0.223809524,not to be negative but wonder how many people well see divorced in less than 10 years from now thatre all getting engaged right now lol,0.44,n
0,0.08,0.083333333,Retweet if the priest that married you is currently in prison and youre recently divorced priest divorced retweeett,0.3,n
0,0,0,My friend got divorced recently and dropped this gem over IM  they need to make a pill that will cause men to not want women even if it ,0.25,n
0,0.1,0.1,i prolly sound like a 40 year old divorced woman but i know a few things about men from my experiences,0.23,y
0,-0.5,0.5,already divorced twice and you arent even twentyfive how sad,1,n
0,-0.05,0.05, Whats weird is that the parents getting divorced thing was in the first three as wellor maybe only the 2nd and 3rd,0.47,n
0,0,0, Kids getting divorced was a thing in JP2 amp 3 I think but this is when JW started to go downhill for me,0,n
0,-0.28,0.275,Where she get complex tools from if she was separated divorced from her husband Not tools women usually have lying around Mitchell CNN,0.33,n
0,0.2,0.2,Having divorced parents would be much easier if they werent so friggin immature about it,0.2,n
0,0,0,Your parents got divorced for a reasonI yesterday saw why,0,n
0,-0.01,0.0125,also funny I fit the desc for panic disorder conditions bad childhood neglect divorced parents overly critical parents,0.72,n
0,-0.8,0.8,reason 1892939102020040302917179029271 I hate divorced parents is when ur braces break and you have to wait for a while,0.9,n
0,0,0,My husband and I divorced over religious differences He thought he was God,0.25,n
0,0,0,  The divorced Clarence Thomas officiated at Rush Limbaughs 3rd doomed marriage   recuse,0,n
0,0,0, Now divorced BTW,0,n
0,0.5,0.5,Its official I have accepted Jelena is divorced and am now the number one Joebastian and Carlena love child,0.6,n 
0,0,0,divorced the gospel unrelated and money interests ,0,n
0,0.1,0.1,Listening to a divorced coworker complain about her ex husband getting remarried I really am an adult now,0.3,n
0,-0.17,0.175,Youre not a true cop unless youve been divorced twice ,0.65,n
0,0.03,0.033333333, shrug sure but I like that game for reasons entirely divorced from its roots,0.64,n
0,0.25,0.25,Britney Griner and her girl just got married like a month ago and already bout to get divorced ,0.25,n
0,0.09,0.089285714, RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,n
0,0,0, I INSIST that they still get divorced,0,n
0,0.07,0.071428571,I like dressing up smartly but I always end up looking like a recently divorced Dad at a wedding trying to put himself back out there,0.3,n
0,0,0, Id be divorced by the end of the wedding party if he gate crashed mine Snm ,0,n
0,0.13,0.125, Why get married to be divorced a month later you knew the signs were there,0.13,n
0,0,0,If I do get a tat itll be in between my divorced boobs ,0,n
0,0,0,  What the news was saying tickets were going for was somewhat divorced from reality and price definitely dropped,0.5,n
0,0,0,yes but youd get divorced,0,n
0,0,0, thats why Fisher is getting divorced His wife caught him getting  from ESPN,0,n
0,0.29,0.285714286,E why are you joining lives if you cant trust em to do the right thing should you get divorced,0.54,n
0,0.4,0.4,I preordered the standard edition since taylors getting the CE and unless we get divorced and have to share custody we dont need two lol,0.35,n
0,-0.05,0.049285714,A lot more horrible things exist than getting divorced or being an unmarried woman or a single mother Get that into your thick skulls Ok,0.54,n
0,0,0,When I was 17 I got divorced so I joined the Aryan Nation  I think Im supposed to be sympathizing with this person nope,0,n
0,0.09,0.089285714,relationship status  single  in a relationship  married  engaged  divorced  waiting for a miracle,0.23,n
0,0.75,0.75, Im teetering Joe watched movies yesterday cried Divorced successful dad in finance world like u why am i fighting this,0.95,n
0,0.18,0.183333333,Mundo ya My dambi last name is Lee So her full name is SoohyunLeehumI hope she got a divorced with no child I dont know the real,0.31,n
0,0,0,especially where parents are divorced at the beginning bc wife moved on to someone else but then by the end they get together again,1,n
0,0.25,0.25, Once I got divorced I couldnt believe I stayed married as long as I did It had plenty of happy times but ultimately,0.66,y
0,0.07,0.066666667,When i get married i wanna have a sweepstake on how long the marriage will last Winner gets all the wedding presents when i get divorced,0.24,n
0,0.1,0.1, lmaoooooooo is he is all over the place completely divorced from the rhythm and the beat omg,0.4,n
0,0,0,   dunlap Has Wiz Khalifa divorced the SteelersNation,0,n
0,0.7,0.7,Children whos parents arent divorced dont know how good they have it,0.6,n
0,0.1,0.1,12 Pray 4 fathers who esp need help incl church leaders young ppl abuse or neglect survivors workaholics estranged or divorced,0.4,n
0,0.09,0.089285714,RELATIONSHIP STATUS  single in a relationship  married engaged  divorced  waitingfor a miracle,0.23,n
0,-0.5,0.5,I think its unrealistic of people to say Ill never get divorced no matter what,1,n
0,0,0,Jeremy Corbyn divorced his wife because she sent their son to a private school and not a falling comp A political Stannis Baratheon,0.24,n
0,0,0, NIMZAJ divorced,0,n
0,0.32,0.318181818,Gotta love having divorced parents and having to depend on child support to get a new phone ,0.53,n
0,0.09,0.089285714,I dont blv in mircls  RELATIONSHIP STATUS  single in a relationship  married engaged  divorced  waitingfor a miracle,0.23,n
0,-0.05,0.045833333,Having divorced parents  2 sets of step parents really makes it hard when youre trying to pick pictures for a slideshow with a max of 4,0.37,n
0,0,0,  And not a conspiracy theorist divorced from reality,0,n
0,0,0,I havent signed divorced paper yet so we are still together ,0,y
0,0.08,0.077777778, legit being paid to talk about how AMAZING their relationships are then everyone is super shocked when they splitget divorced,0.79,n
0,-0.5,0.5,I get Jim and Pam were still around but they were doing that weird oh maybe theyll get divorced story arch,1,n
0,0.08,0.080519481,Being divorced is like being hit by a Mack truck If you live through it you start looking carefully to the right and left Jean Kerr,0.51,n
0,0,0,My kids get a raise on their allowance if they call me XO in front of their divorcedwidowed white teachers,0,n
0,0,0, you divorced me for my money,0,n
0,-0.15,0.15,My divorced parents went to Wendover together last night just the 2 of them And were not back when I left my house at 6am awkward,0.27,n
0,0.13,0.126190476, RELATIONSHIP STATUS  single  in a relationship  married  engaged  divorced  waiting for a miracle wfamiracle haha,0.25,n
0,0.09,0.089285714, RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,n
0,0.09,0.089285714,RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,n
0,0.09,0.089285714, RELATIONSHIP STATUS single in a relationship married engaged divorced waiting for a miracle,0.23,n
0,0,0, Im still not divorced I gotta cross one bridge at a time,0,n
0,-0.02,0.017857143,Single white male divorced 3 times 2 illegitimate children The personal ad writes itself Chandler Bing,0.15,n
0,-0.19,0.1875,45 year old 2 kids amp divorced THREE times Lemme show you how to do it FUCK FLEEK  ,0.4,n
0,0,0,Oh I didnt know Anna Kendricks parents divorced when she was 15,0,n
0,-0.09,0.09375, now she look dumb you got divorced turned I to a crazy crackhead and couldnt get the nigga back even if you wanted to lmao,0.6,n
0,0,0,A divorced couple I know were trading off their kids It looked like a prisoner of war exchange I felt sorrow for the childrenlt,0,n
0,0.3,0.3,Lmao  My kids get a raise on their allowance if they call me XO in front of their divorcedwidowed white teachers,0.5,n
0,0.02,0.025,MY DAD IS SOO FUNNY  texting my mom shit like this when theyve been divorced for 12 years  ,0.9,n
0,-0.43,0.433333333,My friend is getting divorced so she wants to go to Vegas After my trip to NOLA I find this to be a horrible idea but Ill do itTeamPlayer,0.7,n
0,0.25,0.25,I know two girls who are under 23 and have been married and divorced,0.25,n
0,0.09,0.089285714,RELATIONSHIP STATUS  single  in a relationship  married  engaged  divorced  waiting for a miracle ,0.23,n
0,-0.39,0.3875, My parents have been divorced since I was a kid Its probably worse when you care about both of them This seems dumb tho,0.55,n
0,0.29,0.293452381,If an unemployed woman of a certain age 40 needs employment then get divorced ASAP WProG gives jobs if worth 14K Married mums ignored,0.31,n
0,0.43,0.433333333, A strong case for singledivorced people says theyre more experienced in areas such as conflict resolution and leadership,0.66,n
0,0,0,If they wouldnt have gotten divorced and gotten back together they wouldve been together 25 yrs last Monday,0.03,n
0,-0.29,0.291666667,Having divorced parents is hard I miss my sisters,0.54,n
0,0,0,Theyve been divorced for like 5 years now,0,n
0,0.05,0.05,My mom and dad divorced and got back together so as far as marriage idk They started dating when they were kids though,0.5,n
0,-0.38,0.375,RantI am SIC of being discriminated against bc I marriedEvery transaction I do involving  I am forced to be treated as if I am divorced,0.2,n
0,0.58,0.583333333,amp his obedience amp ur love the greatest targets do u know why u see alot of divorced couples in our presents first cz our communities gives a,0.64,n
0,0,0, I divorced him for a reason ,0,y
0,0.25,0.25, Married divorced and remarried in one year,0.25,n
