,id,url,sentiment_polarity,abs Polarity,Clean tweet,sentiment_subjectivity,tweet,now
0,681457723007987712,0.0,0.24,0.244444444444,These hoes love getting pregnant by jail birds,0.37,These hoes love getting pregnant by jail birds😂,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681457888406171648,0.0,0.33,0.333333333333,Dude imagine being pregnant,0.5,Dude imagine being pregnant,"December 28, 2015"
0,681457759708123136,0.0,0.17,0.166666666667,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off,0.25,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off.,"December 28, 2015"
0,681457759175471104,0.0,-0.03,0.0333333333333,pregnant as fuck,0.55,"""pregnant as fuck""","December 28, 2015"
0,681457758458220544,0.0,0.33,0.333333333333,If anyone can pull off a Vogue cover shot while pregnant its supermodel Chrissy Teigen,0.5,If anyone can pull off a Vogue cover shot while pregnant  it's supermodel Chrissy Teigen.,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681457888406171648,0.0,0.33,0.333333333333,Dude imagine being pregnant,0.5,Dude imagine being pregnant,"December 28, 2015"
0,681457759708123136,0.0,0.17,0.166666666667,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off,0.25,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off.,"December 28, 2015"
0,681457759175471104,0.0,-0.03,0.0333333333333,pregnant as fuck,0.55,"""pregnant as fuck""","December 28, 2015"
0,681457758458220544,0.0,0.33,0.333333333333,If anyone can pull off a Vogue cover shot while pregnant its supermodel Chrissy Teigen,0.5,If anyone can pull off a Vogue cover shot while pregnant  it's supermodel Chrissy Teigen.,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681457888406171648,0.0,0.33,0.333333333333,Dude imagine being pregnant,0.5,Dude imagine being pregnant,"December 28, 2015"
0,681457759708123136,0.0,0.17,0.166666666667,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off,0.25,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off.,"December 28, 2015"
0,681457759175471104,0.0,-0.03,0.0333333333333,pregnant as fuck,0.55,"""pregnant as fuck""","December 28, 2015"
0,681457758458220544,0.0,0.33,0.333333333333,If anyone can pull off a Vogue cover shot while pregnant its supermodel Chrissy Teigen,0.5,If anyone can pull off a Vogue cover shot while pregnant  it's supermodel Chrissy Teigen.,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681457888406171648,0.0,0.33,0.333333333333,Dude imagine being pregnant,0.5,Dude imagine being pregnant,"December 28, 2015"
0,681457759708123136,0.0,0.17,0.166666666667,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off,0.25,She gonna ask why a bunch of pregnant Asian ladies shootin milk out they ass gets you off.,"December 28, 2015"
0,681457759175471104,0.0,-0.03,0.0333333333333,pregnant as fuck,0.55,"""pregnant as fuck""","December 28, 2015"
0,681458131084394496,0.0,0.23,0.233333333333,hartigan so apparently my wife got pregnant at you amp  4th of July party Is there anything you need to tell me,0.42,@deric_hartigan so apparently my wife got pregnant at you &amp; @paad82 4th of July party! Is there anything you need to tell me??,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681457888406171648,0.0,0.33,0.333333333333,Dude imagine being pregnant,0.5,Dude imagine being pregnant,"December 28, 2015"
0,681458131084394496,0.0,0.23,0.233333333333,hartigan so apparently my wife got pregnant at you amp  4th of July party Is there anything you need to tell me,0.42,@deric_hartigan so apparently my wife got pregnant at you &amp; @paad82 4th of July party! Is there anything you need to tell me??,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681458131084394496,0.0,0.23,0.233333333333,hartigan so apparently my wife got pregnant at you amp  4th of July party Is there anything you need to tell me,0.42,@deric_hartigan so apparently my wife got pregnant at you &amp; @paad82 4th of July party! Is there anything you need to tell me??,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681457994115231744,0.0,0.04,0.0416666666667,I suppose I should get up lazy dayoff pregnant,0.75,I suppose I should get up. #lazy #dayoff #pregnant,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458131084394496,0.0,0.23,0.233333333333,hartigan so apparently my wife got pregnant at you amp  4th of July party Is there anything you need to tell me,0.42,@deric_hartigan so apparently my wife got pregnant at you &amp; @paad82 4th of July party! Is there anything you need to tell me??,"December 28, 2015"
0,681458067091881985,0.0,0.27,0.266666666667,iley Ive eaten so much I look like Im pregnant with a baby whale,0.35,@jess_iley I've eaten so much  I look like I'm pregnant with a baby whale,"December 28, 2015"
0,681457994832334849,0.0,0.28,0.277777777778,Ill have localnews on  winter storm filling council vacancy city back in court over pregnant firefighter amp more,0.33,I'll have #localnews on @KROSRadio -winter storm  filling council vacancy  city back in court over pregnant firefighter &amp; more,"December 28, 2015"
0,681458264010260480,0.0,0.17,0.166666666667, Agreed A very lucky girl but the unknown is the future when she gets pregnant Chapter 2,0.56,@LawyerWorks Agreed. A very lucky girl but the unknown is the future when she gets pregnant. Chapter 2.,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458131084394496,0.0,0.23,0.233333333333,hartigan so apparently my wife got pregnant at you amp  4th of July party Is there anything you need to tell me,0.42,@deric_hartigan so apparently my wife got pregnant at you &amp; @paad82 4th of July party! Is there anything you need to tell me??,"December 28, 2015"
0,681458299619819520,0.0,0.01,0.0145833333333,When youre young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,0.38,When yo're young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,"December 28, 2015"
0,681458264010260480,0.0,0.17,0.166666666667, Agreed A very lucky girl but the unknown is the future when she gets pregnant Chapter 2,0.56,@LawyerWorks Agreed. A very lucky girl but the unknown is the future when she gets pregnant. Chapter 2.,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458299619819520,0.0,0.01,0.0145833333333,When youre young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,0.38,When yo're young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,"December 28, 2015"
0,681458264010260480,0.0,0.17,0.166666666667, Agreed A very lucky girl but the unknown is the future when she gets pregnant Chapter 2,0.56,@LawyerWorks Agreed. A very lucky girl but the unknown is the future when she gets pregnant. Chapter 2.,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458332096307200,0.0,0.33,0.333333333333,minfood u pregnant meh,0.5,@_minfood u pregnant meh,"December 28, 2015"
0,681458299619819520,0.0,0.01,0.0145833333333,When youre young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,0.38,When yo're young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,"December 28, 2015"
0,681458264010260480,0.0,0.17,0.166666666667, Agreed A very lucky girl but the unknown is the future when she gets pregnant Chapter 2,0.56,@LawyerWorks Agreed. A very lucky girl but the unknown is the future when she gets pregnant. Chapter 2.,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458363696164865,0.0,0.63,0.633333333333,Im so beautiful pregnant or not,0.75,I'm so beautiful  pregnant or not!,"December 28, 2015"
0,681458363230625793,0.0,0.16,0.161111111111,Im pregnant with food n all the shit idk in my tummy so full,0.62,I'm pregnant with food n all the shit idk in my tummy so full,"December 28, 2015"
0,681458332096307200,0.0,0.33,0.333333333333,minfood u pregnant meh,0.5,@_minfood u pregnant meh,"December 28, 2015"
0,681458299619819520,0.0,0.01,0.0145833333333,When youre young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,0.38,When yo're young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,"December 28, 2015"
0,681458264010260480,0.0,0.17,0.166666666667, Agreed A very lucky girl but the unknown is the future when she gets pregnant Chapter 2,0.56,@LawyerWorks Agreed. A very lucky girl but the unknown is the future when she gets pregnant. Chapter 2.,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458363696164865,0.0,0.63,0.633333333333,Im so beautiful pregnant or not,0.75,I'm so beautiful  pregnant or not!,"December 28, 2015"
0,681458363230625793,0.0,0.16,0.161111111111,Im pregnant with food n all the shit idk in my tummy so full,0.62,I'm pregnant with food n all the shit idk in my tummy so full,"December 28, 2015"
0,681458332096307200,0.0,0.33,0.333333333333,minfood u pregnant meh,0.5,@_minfood u pregnant meh,"December 28, 2015"
0,681458299619819520,0.0,0.01,0.0145833333333,When youre young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,0.38,When yo're young and a dumb hoe and your life is Twitter eyebrows and future so you end up pregnant and living in a dump,"December 28, 2015"
0,681458264010260480,0.0,0.17,0.166666666667, Agreed A very lucky girl but the unknown is the future when she gets pregnant Chapter 2,0.56,@LawyerWorks Agreed. A very lucky girl but the unknown is the future when she gets pregnant. Chapter 2.,"December 28, 2015"
0,681458219693244416,0.0,0.33,0.333333333333,I realized a lot when I was pregnant with my daughter ,0.5,I realized a lot when I was pregnant with my daughter .,"December 28, 2015"
0,681458219231744000,0.0,0.33,0.333333333333, Josie is pregnant,0.5,@sarahcoldheart Josie is pregnant??,"December 28, 2015"
0,681458363696164865,0.0,0.63,0.633333333333,Im so beautiful pregnant or not,0.75,I'm so beautiful  pregnant or not!,"December 28, 2015"
