sentiment_polarity,sentiment_subjectivity,absPolarity,a,al,am,amp,an,and,as,at,be,becaus,been,but,can,cant,day,didnt,do,dont,drink,drunk,ev,even,for,fuck,ges,go,gon,good,got,hav,hes,how,i,if,im,in,is,it,iv,just,know,last,lik,lol,lov,me,my,need,never,night,not,now,of,on,onl,out,real,shit,so,sor,stil,th,that,think,tim,to,toda,tonight,twees,up,wa,want,watch,we,what,when,with,wok,work,you,your,about,again,alway,ar,back,befor,being,best,beyonc,by,cal,car,caus,com,could,did,driv,ever,everyon,feel,find,friens,from,fun,girl,going,guy,ha,had,hah,hap,he,hi,high,him,histor,hom,il,kid,les,lif,littl,look,mad,mak,man,mean,mes,mor,much,n,no,off,oh,or,our,over,part,peopl,remember,right,said,say,se,ser,sh,should,sinc,sleep,sober,som,song,sound,start,sur,tak,talk,tel,text,than,the,their,them,then,ther,theyr,thing,u,ur,us,ver,wan,wasnt,way,weekens,wel,wer,wh,why,wil,would,ye,L
0.19,0.73,0.187946,0.517028,0,0.517028,0.517028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517028,0,0,0,0,0,0,0,0.517028,0,0.517028,0,0,2.068113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551084,0,0,0,0,0,0,0,0,1.034056,0,0,0,0,0.517028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517028,0,0,0,0,0,0,0.517028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.57,0.93,0.566667,0.591844,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,1.183687,1.183687,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0.591844,0,0.591844,0,0,0,0,0,0,0.591844,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0.591844,0.591844,0,0,0,0,0,0,0,0,0,1.183687,0,0,0,0,0,0,0,0,0,0,0,1.183687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.21,0.77,0.2125,0,0,0.679508,0.679508,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,2.038524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0.679508,0,0,0.679508,0,0,0,0,0.679508,0,0,0,0.679508,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.08,0.64,0.075,0,0,1.047937,0,0,0,0,0,0,0,0,0.523968,0,0,0,0,0.523968,0,0,0.523968,0,0,0,0.523968,0,0,0,0,0.523968,0,0,0,2.095874,0,0,0,0,0,0,0,0,0.523968,0,0.523968,0,0,0,0,0,0.523968,0,0,0,0,0,0,0.523968,0,0,0,0,0,0,0,0.523968,1.047937,0.523968,0,0,0,0.523968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.63,1,0.625,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,2.124784,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n
0.07,1,0.066667,0,0,0.637435,0,0,1.27487,0,0,0,0,0,0,0,0.637435,0,0,0,0,0,0.637435,0,0,0.637435,0,0,0,0,0,0,0,0,0,1.912305,0,0,1.27487,0,0.637435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637435,0,0,0,0,0,0,0,0,0,0,0,0,0.637435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
0,0.56,0,0,0,0,0,0,0.920058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920058,0,0,0,0,0,0,0,0,0.920058,0,0,0,0.920058,0,0,0.920058,0,0,0,0,0,0.920058,0,0,0,0,0.920058,0,0,0.920058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920058,0,0,0,0.920058,0.920058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.5,1,0.5,0,0,0.581896,0,0,1.163792,0,0.581896,0,0,0,0,0,0,0,0,0,0,0,0.581896,0,0,0,0,0,0,0,0,0,0,0,0,2.327584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581896,0,0,0,0,0,0.581896,0,0,0.581896,0,0,0.581896,0,0,0,0.581896,0,0,0,0,0.581896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.3,0.56,0.3,0,0,0.731188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731188,0,0,0,0.731188,0,0,0,0,0,0,0,0,1.462376,0,0,0,0,0,0,0,0,0.731188,0,0,0,0.731188,0,0,0,0.731188,0,0,0,0.731188,0,0,0,0,0.731188,0,0,0,0,0,0,0,0,0,0,0,0.731188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731188,0,0,0,0,0,1.462376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n
-0.25,0.53,0.25,0,0,0,0,0,0.796794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796794,0,0,0,0,0,0,0,0,0,0,0,0,1.593588,0,0,0.796794,0,0,0,0,0,0.796794,0,0,0,0,0.796794,0,0,0.796794,0,0,0,0,0,0,0,0,0.796794,0,0,0,0,0,0,0.796794,0,0,0,0.796794,0.796794,0,0,0,0,0,0,0.796794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.42,0.77,0.416667,0.679508,0,0.679508,0,0,0.679508,0,0.679508,0,0,0,0.679508,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0.679508,0,1.359016,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0.679508,0.679508,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,n
-0.25,0.53,0.25,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0.96097,0,0,0,0.96097,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.25,0.53,0.25,0,0,0.679508,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,1.359016,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0.679508,0,0,0,0.679508,0,0.679508,0,0,0,0,0,0.679508,0.679508,0,0,1.359016,0,0,0,0.679508,0.679508,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.18,0.73,0.175,0.679508,0,0.679508,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,2.038524,0,0,0,0,0,0,0,0,0,0,0,0,1.359016,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n
0.25,1,0.25,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,1.062392,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n
-0.03,0.6,0.033333,0.96097,0,0.96097,0,0,0,0,0.96097,0,0,0,0.96097,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0.96097,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.5,1,0.5,0,0,0.510357,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020713,0,0,0.510357,0,0.510357,0,0,0,0,0,0,0,0,0,0,1.53107,0,0,0,0,0,0,0.510357,0,0,1.53107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510357,0,0,0,0,0,0,0,0,0,0,0.510357,0.510357,0,0,0,0,0,0,0,0,0,0,1.53107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n
-0.16,0.78,0.16,0.591844,0.591844,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,2.367375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0.591844,0.591844,0,0,0,0.591844,0.591844,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0.591844,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.5,1,0.5,0,0,0.563418,0,0,0,0,0,0,0,0,0.563418,0,0,0,0.563418,0,0,1.126837,0.563418,0,0,0,0,0,0,0,0,0,0,0.563418,0,2.253673,0,0,0.563418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563418,0,0.563418,0,0.563418,0.563418,0,0,0,0.563418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.5,1,0.5,0,0,1.007873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007873,0,0,0,0,0,0,0,0,0,1.007873,0,0,1.007873,1.007873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007873,0,0,0,1.007873,0,0,0,0,1.007873,0,0,0,1.007873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
-0.15,0.53,0.15,0,0.591844,0.591844,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0.591844,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,2.367375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0.591844,0.591844,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0.591844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y
