,id,url,sentiment_polarity,abs Polarity,Clean tweet,sentiment_subjectivity,tweet,now
0,667346600763613186,0.0,0.0,0.0, you feature with your drunken dance moves ,0.0,@SheaIsobel you feature with your drunken dance moves 💃🏻,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667347390324736000,0.0,0.0,0.0,Ape u didnt even tell me,0.0,@Drunken_Ape u didn't even tell me,"November 19, 2015"
0,667347161064017920,0.0,0.17,0.166666666667, is still losing more games than a drunken Russian He needs to be more decisive imo more ruthless and he 100 needs to shoot more,0.5,@EH10Goat is still losing more games than a drunken Russian? He needs to be more decisive imo  more ruthless and he 100% needs to shoot more,"November 19, 2015"
0,667346973914226688,0.0,0.0,0.0, Im tweeting from the future,0.13,@212Lurky I'm tweeting from the future,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667347390324736000,0.0,0.0,0.0,Ape u didnt even tell me,0.0,@Drunken_Ape u didn't even tell me,"November 19, 2015"
0,667347161064017920,0.0,0.17,0.166666666667, is still losing more games than a drunken Russian He needs to be more decisive imo more ruthless and he 100 needs to shoot more,0.5,@EH10Goat is still losing more games than a drunken Russian? He needs to be more decisive imo  more ruthless and he 100% needs to shoot more,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667347390324736000,0.0,0.0,0.0,Ape u didnt even tell me,0.0,@Drunken_Ape u didn't even tell me,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667347390324736000,0.0,0.0,0.0,Ape u didnt even tell me,0.0,@Drunken_Ape u didn't even tell me,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667347560667947008,0.0,0.25,0.25,Gah reminded again how glad I am to be rid of my ex by drunken texts at 6am on InternationalMensDay Blocksville next station stop,0.5,Gah  reminded again how glad I am to be rid of my ex by drunken texts at 6am on #InternationalMensDay. Blocksville  next station stop.,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348006153420801,0.0,0.0,0.0, I expect a drunken AMA,0.0,@LoganRogerss I expect a drunken AMA!,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348008342790144,0.0,0.0,0.0,Ape nah you just tryna rush me to my death smh,0.0,@Drunken_Ape nah  you just tryna rush me to my death smh,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348283547910144,0.0,0.0,0.0,Hegedu DANG drunken stumbling maybe,0.0,@Nyil_Hegedu DANG... drunken stumbling maybe?,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348543695376384,0.0,-0.09,0.09375,This bae on the train last night melted my drunken little heart x ,0.28,This bae on the train last night melted my drunken little heart x https://t.co/9yIGR9gBA6,"November 19, 2015"
0,667348861237743616,0.0,0.8,0.8, Im just happy I still got 2weeks to be 24 amp make something out my life,1.0,@212Lurky I'm just happy I still got 2weeks to be 24 &amp; make something out my life.,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348861237743616,0.0,0.8,0.8, Im just happy I still got 2weeks to be 24 amp make something out my life,1.0,@212Lurky I'm just happy I still got 2weeks to be 24 &amp; make something out my life.,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348861237743616,0.0,0.8,0.8, Im just happy I still got 2weeks to be 24 amp make something out my life,1.0,@212Lurky I'm just happy I still got 2weeks to be 24 &amp; make something out my life.,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348861237743616,0.0,0.8,0.8, Im just happy I still got 2weeks to be 24 amp make something out my life,1.0,@212Lurky I'm just happy I still got 2weeks to be 24 &amp; make something out my life.,"November 19, 2015"
0,667348737094619136,0.0,-0.3,0.3, HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,0.8,@michalobs HAHAHAHAHA AND I MISS SHOUTING AT 3 IN THE MORNING AT SMTH STUPID AND LAUGHING AT DRUNKEN MOMENTS WITH YOU,"November 19, 2015"
0,667348861237743616,0.0,0.8,0.8, Im just happy I still got 2weeks to be 24 amp make something out my life,1.0,@212Lurky I'm just happy I still got 2weeks to be 24 &amp; make something out my life.,"November 19, 2015"
0,667349131657089024,0.0,0.0,0.0, Her drunken lack of self control shined through as she started scratching at his suit trying to find a zipper or,0.0,"@ChocolateWebs 
Her drunken lack of self control shined through as she started scratching at his suit  trying to find a zipper or--","November 19, 2015"
0,667349314805628928,0.0,0.5,0.5,Taking the bins out some drunken man waves shouting hello you okay and complementing the front garden ,0.5,"Taking the bins out  some drunken man waves shouting ""hello you okay"" and complementing the front garden 😂😂","November 19, 2015"
0,667349296778448897,0.0,0.0,0.0,One drunken Christmas my dad put out a slice of cheese and one cracker for Santa Said Santa was fat MyFamilyIsWeird,0.0,One drunken Christmas  my dad put out a slice of cheese and one cracker for Santa. Said Santa was fat. #MyFamilyIsWeird,"November 19, 2015"
0,667349314805628928,0.0,0.5,0.5,Taking the bins out some drunken man waves shouting hello you okay and complementing the front garden ,0.5,"Taking the bins out  some drunken man waves shouting ""hello you okay"" and complementing the front garden 😂😂","November 19, 2015"
0,667349314805628928,0.0,0.5,0.5,Taking the bins out some drunken man waves shouting hello you okay and complementing the front garden ,0.5,"Taking the bins out  some drunken man waves shouting ""hello you okay"" and complementing the front garden 😂😂","November 19, 2015"
0,667349314805628928,0.0,0.5,0.5,Taking the bins out some drunken man waves shouting hello you okay and complementing the front garden ,0.5,"Taking the bins out  some drunken man waves shouting ""hello you okay"" and complementing the front garden 😂😂","November 19, 2015"
0,667349437035868160,0.0,-0.17,0.166666666667,txt Late drunken twitter rants denial of being on 2k forums reading personal mail on camera leeching off disabled aunt,0.4,@DSP_txt Late drunken twitter rants  denial of being on 2k forums  reading personal mail on camera  leeching off disabled aunt.,"November 19, 2015"
0,667349491054460930,0.0,0.5,0.5, I dont mind that Its challenging but Im a drunken ranter so the 140 limit keeps me in check,1.0,@stephen15021978 I don't mind that. It's challenging but I'm a drunken ranter so the 140 limit keeps me in check,"November 19, 2015"
0,667349654397390848,0.0,0.0,0.0,Last night I tried to drink your name away but even the drunken thoughts were you,0.07,Last night I tried to drink your name away  but even the drunken thoughts were you.,"November 19, 2015"
0,667349654397390848,0.0,0.0,0.0,Last night I tried to drink your name away but even the drunken thoughts were you,0.07,Last night I tried to drink your name away  but even the drunken thoughts were you.,"November 19, 2015"
0,667349712798896128,0.0,0.2,0.2,Ape throw all your money into scratch offs for 2 weeks straight,0.4,@Drunken_Ape throw all your money into scratch offs for 2 weeks straight,"November 19, 2015"
0,667349751831072768,0.0,0.12,0.125,Beaujolais Day in Swansea Wind Street full of bitter 50 business women looking for a drunken one night stand  ,0.53,Beaujolais Day in Swansea. Wind Street full of bitter 50+ business women looking for a drunken one night stand @964thewave @SWEveningPost,"November 19, 2015"
0,667350323967733760,0.0,0.0,0.0,K so idk what was funnier last night my drunken kart wheels in the street or Daes ,0.07,K so idk what was funnier last night my drunken kart wheels in the street or Dae's. 😭😭😭,"November 19, 2015"
0,667350411616108545,0.0,-0.07,0.075,The fact that a believer is happier than a skeptic is no more to the point than the fact that a drunken man is happier than a sober oneShaw,0.35,The fact that a believer is happier than a skeptic is no more to the point than the fact that a drunken man is happier than a sober one-Shaw,"November 19, 2015"
0,667350536077709312,0.0,0.1,0.1,Except another drunken phone call from me to attempt to check up on you cause sober I cant be doing that,0.2,Except another drunken phone call from me to attempt to check up on you cause sober I can't be doing that.,"November 19, 2015"
0,667350536077709312,0.0,0.1,0.1,Except another drunken phone call from me to attempt to check up on you cause sober I cant be doing that,0.2,Except another drunken phone call from me to attempt to check up on you cause sober I can't be doing that.,"November 19, 2015"
0,667350838864510977,0.0,0.05,0.05, have seen the kind drunken behaviour of fake patriots like you for four years living in UK So shut it and get out,0.95,@MistryMania have seen the kind drunken behaviour of fake patriots like you for four years living in UK. So  shut it and get out.,"November 19, 2015"
0,667351146902773760,0.0,-0.1,0.1,I was happy in the haze of a drunken hour But heaven knows Im miserable now ,1.0,I was happy in the haze of a drunken hour But heaven knows I'm miserable now 🎶,"November 19, 2015"
0,667351888451362817,0.0,0.0,0.0, Yah per crime stats Give me those refugees every fuckin time Can we send drunken opencarry rednecks in exchange,0.0,@kellyoxford Yah  per crime stats? Give me those refugees every fuckin' time. Can we send drunken open-carry rednecks in exchange?,"November 19, 2015"
0,667352141028306948,0.0,0.1,0.1,When I compliment your nails that means Im asking for head I wanna be clear,0.38,When I compliment your nails that means I'm asking for head. I wanna be clear.,"November 19, 2015"
0,667352362399436805,0.0,-0.6,0.6, youre talking about profile pics You look like a drunken hobo who fucked up his hair  smh Need spare change ,0.7,@coleeverette yo're talking about profile pics. You look like a drunken hobo who fucked up his hair. 😂😂 smh. Need spare change? 😂😂,"November 19, 2015"
0,667352883386519552,0.0,0.0,0.0,Cant wait for a drunken weekend with the girlssss,0.0,Can't wait for a drunken weekend with the girlssss😁😁,"November 19, 2015"
0,667352883386519552,0.0,0.0,0.0,Cant wait for a drunken weekend with the girlssss,0.0,Can't wait for a drunken weekend with the girlssss😁😁,"November 19, 2015"
0,667352883386519552,0.0,0.0,0.0,Cant wait for a drunken weekend with the girlssss,0.0,Can't wait for a drunken weekend with the girlssss😁😁,"November 19, 2015"
0,667352883386519552,0.0,0.0,0.0,Cant wait for a drunken weekend with the girlssss,0.0,Can't wait for a drunken weekend with the girlssss😁😁,"November 19, 2015"
0,667353134956720128,0.0,0.0,0.0,ZHarrison YES No idea how I got it Drunken tumbling at its finest,0.0,@M_Z_Harrison YES. No idea how I got it. Drunken tumbling at its finest.,"November 19, 2015"
0,667353389118935041,0.0,-0.15,0.15, I think I mostly get blocked for annoying Im a drunken Twitter tweeter after bartending all night,0.7,@stephen15021978 I think I mostly get blocked for annoying. I'm a drunken Twitter tweeter after bartending all night,"November 19, 2015"
0,667353389118935041,0.0,-0.15,0.15, I think I mostly get blocked for annoying Im a drunken Twitter tweeter after bartending all night,0.7,@stephen15021978 I think I mostly get blocked for annoying. I'm a drunken Twitter tweeter after bartending all night,"November 19, 2015"
0,667353452784168960,0.0,0.0,0.0,   Support did he steal or did u leave it in his car in a drunken stupor,0.0,@502caseyjones @GMA @Uber @Uber_Support did he steal or did u leave it in his car in a drunken stupor?,"November 19, 2015"
0,667353814480101378,0.0,0.25,0.25, Your act pretty cutelt3 your drunken slur made me believe you were a wornoutcatchersmittpleasantlySurprised,1.0,@RealTanMom Your act pretty cute&lt;3 your drunken slur made me believe you were a #wornoutcatchersmitt.#pleasantlySurprised,"November 19, 2015"
0,667354649398132737,0.0,0.32,0.318181818182,More drunken fighting on the street today with people being tossed out That is how it goes for people who dont live there and who cannot,0.5,More drunken fighting on the street today  with people being tossed out. That is how it goes for people who don't live there and who cannot,"November 19, 2015"
0,667354713659043841,0.0,0.6,0.6,Drunken nights have not been kind to me,0.9,Drunken nights have not been kind to me,"November 19, 2015"
0,667355046787567617,0.0,0.35,0.35,so much drunken love ,0.4,so much drunken love. https://t.co/GQ5vMwYusJ,"November 19, 2015"
0,667355029477593093,0.0,0.0,0.0,Drunken night ,0.0,Drunken night //,"November 19, 2015"
0,667355236391100416,0.0,-0.4,0.4,      did I leave you outnot only are you hate filledyou are a drunken ole liar,0.95,@MylandBurke @voter1vote @cspanwj @greta @qdog1125 @WSJ did I leave you out..not only are you hate filled..you are a drunken ole liar.,"November 19, 2015"
0,667355385070653440,0.0,-0.4,0.4,Swamy is the same person who thought he was the groom while attending a marriage function in Chennai A drunken moron  RGDaresModi,0.56,Swamy is the same person who thought he was the groom while attending a marriage function in Chennai. A drunken moron.  #RGDaresModi,"November 19, 2015"
0,667356432371736576,0.0,-0.07,0.075, A believer is happier than a skeptic is no more to the point than a drunken man is happier than a sober one  George Bernard Shaw,0.35,"""... A believer is happier than a skeptic is no more to the point than... a drunken man is happier than a sober one."" - George Bernard Shaw","November 19, 2015"
0,667356512151539712,0.0,0.53,0.533333333333,Im really proud of my friends Ive never been proud of them before cuz we were all a bunch of drunken fools Things are different now,0.87,I'm really proud of my friends. I've never been proud of them before cuz we were all a bunch of drunken fools. Things are different now.,"November 19, 2015"
0,667356711326347264,0.0,0.0,0.0,Chaves Co working to prevent drunken driving Only way to stop DWI is to have them go to rehab8hrs a day while locked up6days a week,0.0,Chaves Co. working to prevent drunken driving /Only way to stop DWI is to have them go to rehab 8hrs a day while locked up 6days a week.,"November 19, 2015"
0,667357617426202624,0.0,-0.6,0.6,It always awkward when u meet a boy u had a drunken thing with n ur like bye IM DYING OF EMBARRASSMENT CYA L8R DONT LOOK  ME,1.0,It always awkward when u meet a boy u had a drunken thing with n ur like bye IM DYING OF EMBARRASSMENT CYA L8R DONT LOOK @ ME,"November 19, 2015"
